Sale_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Discount,Cost_Per_Unit
S000187,2026-01-10,C0770,P074,ST006,3,8244.57,0.0,5135.74
S000188,2026-10-30,C0320,P072,ST017,2,10279.8,0.0,7885.7
S000189,2026-03-16,C0532,P018,ST016,2,4591.61,0.0,3821.41
S000190,2026-11-03,C0866,P025,ST009,6,1241.46,0.05,935.06
S000191,2025-08-21,C0906,P016,ST006,8,8960.56,0.05,6754.56
S000192,2025-12-10,C0229,P047,ST009,6,6902.43,0.0,4501.3
S000193,2026-11-17,C0654,P040,ST002,6,9054.88,0.05,6137.28
S000194,2026-07-20,C0392,P019,ST021,2,866.68,0.0,612.11
S000195,2026-12-08,C0731,P018,ST019,1,5362.48,0.02,3821.41
S000196,2025-08-01,C0605,P087,ST013,4,18533.01,0.05,11513.07
S000197,2026-01-26,C0473,P057,ST022,3,8043.93,0.02,5530.0
S000198,2026-04-09,C0356,P066,ST011,5,11994.19,0.0,10315.22
S000199,2026-09-13,C0054,P005,ST022,7,12440.72,0.0,8535.69
S000200,2026-01-19,C0899,P070,ST010,2,12134.4,0.05,7620.88
S000201,2025-04-05,C0233,P014,ST007,2,12462.83,0.0,9238.74
S000202,2025-08-19,C0999,P054,ST004,2,18216.88,0.0,11637.82
S000203,2026-04-13,C0815,P021,ST025,8,3961.07,0.0,2771.37
S000204,2025-11-04,C0789,P050,ST014,3,16457.81,0.02,11552.3
S000205,2026-12-16,C0458,P005,ST016,5,10503.99,0.0,8535.69
S000206,2025-05-04,C0149,P019,ST011,8,860.92,0.05,612.11
S000207,2025-01-31,C0393,P025,ST009,2,1212.92,0.0,935.06
S000208,2026-01-03,C0478,P085,ST006,5,11812.46,0.0,7193.26
S000209,2025-10-18,C0470,P014,ST013,1,13938.07,0.0,9238.74
S000210,2025-09-13,C0582,P040,ST011,4,7216.15,0.1,6137.28
S000211,2025-03-01,C0538,P071,ST011,8,11513.91,0.0,7113.15
S000212,2025-10-31,C0426,P002,ST021,7,444.81,0.02,336.51
S000213,2025-03-27,C0027,P051,ST025,1,16079.87,0.05,10925.82
S000214,2026-05-19,C0874,P021,ST025,5,3595.24,0.0,2771.37
S000215,2026-10-03,C0691,P075,ST016,2,910.67,0.0,738.97
S000216,2025-11-25,C0458,P062,ST015,7,3247.6,0.05,2627.77
S000217,2026-07-02,C0319,P085,ST019,1,11604.14,0.05,7193.26
S000218,2025-03-27,C0750,P086,ST021,1,726.72,0.05,517.95
S000219,2026-02-13,C0127,P039,ST008,3,3059.27,0.0,2144.94
S000220,2026-02-09,C0394,P012,ST017,2,9304.9,0.15,5785.38
S000221,2025-05-12,C0925,P016,ST008,6,9381.25,0.1,6754.56
S000222,2025-06-10,C0506,P048,ST025,1,1497.4,0.0,1279.89
S000223,2025-09-06,C0733,P056,ST022,1,11357.76,0.1,8673.46
S000224,2026-02-15,C0367,P030,ST007,7,15117.9,0.02,9460.8
S000225,2026-03-02,C0782,P025,ST023,1,1116.44,0.02,935.06
S000226,2026-04-26,C0220,P010,ST017,1,1838.06,0.0,1595.73
S000227,2026-01-20,C0310,P041,ST015,1,3356.48,0.1,2039.67
S000228,2025-08-09,C0110,P079,ST013,4,2160.0,0.05,1464.98
S000229,2026-01-01,C0332,P068,ST010,2,11453.24,0.05,8703.69
S000230,2025-04-01,C0615,P064,ST021,7,8279.51,0.0,7055.83
S000231,2026-10-13,C0236,P018,ST002,5,5358.02,0.02,3821.41
S000232,2025-01-04,C0678,P050,ST012,4,13303.67,0.05,11552.3
S000233,2025-09-07,C0119,P078,ST002,3,2757.11,0.1,1948.16
S000234,2025-01-17,C0565,P068,ST008,5,12975.51,0.0,8703.69
S000235,2025-05-01,C0160,P080,ST017,1,9813.02,0.0,7154.82
S000236,2026-12-13,C0731,P019,ST019,5,782.68,0.0,612.11
S000237,2026-09-01,C0287,P042,ST005,3,9779.66,0.0,8431.76
S000238,2025-05-05,C0925,P014,ST009,1,10962.6,0.02,9238.74
S000239,2026-09-27,C0167,P087,ST007,7,15569.95,0.02,11513.07
S000240,2026-10-28,C0390,P055,ST007,1,12186.79,0.0,9400.32
S000241,2025-12-28,C0322,P051,ST003,7,13127.0,0.02,10925.82
S000242,2025-03-14,C0462,P085,ST020,2,8288.25,0.0,7193.26
S000243,2025-03-08,C0956,P073,ST006,1,1680.69,0.02,1242.22
S000244,2026-10-31,C0708,P054,ST020,6,14454.99,0.0,11637.82
S000245,2026-05-30,C0643,P051,ST011,3,14166.82,0.0,10925.82
S000246,2025-04-12,C0265,P089,ST023,4,13949.0,0.02,9447.14
S000247,2025-11-01,C0554,P010,ST006,6,2217.51,0.0,1595.73
S000248,2026-08-23,C0259,P004,ST010,7,12301.51,0.1,8062.0
S000249,2026-12-29,C0338,P039,ST016,7,2674.74,0.05,2144.94
S000250,2025-11-08,C0594,P037,ST009,2,13917.72,0.02,8737.72
S000251,2025-07-07,C0725,P030,ST002,8,15217.49,0.02,9460.8
S000252,2026-09-27,C0985,P060,ST012,8,16963.1,0.1,10855.58
S000253,2025-10-28,C0992,P069,ST010,8,8043.06,0.0,5327.09
S000254,2026-02-26,C0687,P069,ST015,8,6932.31,0.15,5327.09
S000255,2025-05-12,C0972,P018,ST010,7,5894.45,0.05,3821.41
S000256,2025-03-23,C0301,P046,ST022,5,10075.45,0.02,7655.82
S000257,2026-01-31,C0403,P061,ST022,8,8081.52,0.15,5605.37
S000258,2026-07-11,C0251,P029,ST017,3,8128.87,0.05,6795.13
S000259,2025-02-23,C0696,P066,ST016,5,11925.72,0.05,10315.22
S000260,2025-09-02,C0999,P053,ST001,3,4190.36,0.0,3373.97
S000261,2025-10-05,C0998,P023,ST011,8,15098.7,0.0,10277.49
S000262,2025-09-11,C0385,P049,ST004,1,2633.19,0.02,1636.57
S000263,2026-07-12,C0520,P008,ST009,7,10966.94,0.0,6932.71
S000264,2026-04-08,C0167,P048,ST009,2,1857.3,0.1,1279.89
S000265,2026-07-16,C0149,P031,ST011,5,12254.98,0.0,8055.68
S000266,2026-07-14,C0164,P037,ST012,3,13436.88,0.05,8737.72
S000267,2026-06-10,C0281,P075,ST017,2,975.32,0.0,738.97
S000268,2025-07-22,C0871,P064,ST016,5,9165.95,0.0,7055.83
S000269,2026-05-25,C0728,P068,ST019,2,10896.07,0.1,8703.69
S000270,2026-05-02,C0805,P048,ST011,6,1888.44,0.1,1279.89
S000271,2025-08-04,C0645,P054,ST024,3,15500.03,0.05,11637.82
S000272,2025-11-01,C0669,P003,ST011,1,11595.94,0.1,9496.36
S000273,2025-12-18,C0439,P086,ST023,2,798.69,0.05,517.95
S000274,2025-11-09,C0302,P054,ST001,2,19185.1,0.0,11637.82
S000275,2026-03-08,C0107,P059,ST015,5,1766.69,0.05,1382.59
S000276,2026-05-13,C0201,P053,ST005,7,4249.71,0.05,3373.97
S000277,2026-10-21,C0958,P018,ST020,3,5883.26,0.0,3821.41
S000278,2025-06-23,C0169,P037,ST005,4,14112.21,0.05,8737.72
S000279,2025-11-16,C0839,P089,ST010,1,12912.99,0.02,9447.14
S000280,2025-12-05,C0346,P027,ST008,3,5527.1,0.0,3699.73
S000281,2026-01-13,C0247,P019,ST018,5,748.78,0.05,612.11
S000282,2025-10-08,C0767,P046,ST010,3,9429.74,0.0,7655.82
S000283,2026-01-02,C0908,P025,ST021,1,1230.16,0.0,935.06
S000284,2026-07-20,C0721,P027,ST018,4,4312.55,0.1,3699.73
S000285,2025-11-29,C0052,P032,ST004,8,7008.51,0.05,5025.05
S000286,2025-10-08,C0010,P084,ST001,8,6371.76,0.1,4325.72
S000287,2025-08-05,C0647,P084,ST021,2,5747.39,0.02,4325.72
S000288,2026-03-15,C0659,P029,ST021,4,10300.31,0.0,6795.13
S000289,2026-01-05,C0481,P019,ST021,1,751.53,0.0,612.11
S000290,2026-11-21,C0829,P015,ST010,7,11711.29,0.1,7707.94
S000291,2025-12-14,C0245,P075,ST007,4,1048.38,0.02,738.97
S000292,2025-09-14,C0010,P004,ST002,5,12284.5,0.0,8062.0
S000293,2026-11-30,C0640,P048,ST024,2,1885.24,0.0,1279.89
S000294,2025-05-11,C0064,P058,ST004,6,4157.05,0.0,3448.84
S000295,2026-07-03,C0290,P005,ST019,3,13213.88,0.0,8535.69
S000296,2026-08-15,C0517,P061,ST024,1,8219.07,0.0,5605.37
S000297,2026-03-18,C0799,P019,ST024,8,743.19,0.0,612.11
S000298,2026-05-14,C0449,P048,ST003,5,2111.09,0.0,1279.89
S000299,2025-03-06,C0385,P032,ST001,8,7999.47,0.1,5025.05
S000300,2025-09-25,C0892,P074,ST020,2,6964.33,0.05,5135.74
S000301,2026-01-01,C0906,P060,ST008,8,14239.37,0.1,10855.58
S000302,2025-06-23,C0258,P083,ST009,8,9222.86,0.0,7077.47
S000303,2026-02-08,C0860,P016,ST007,6,8148.42,0.05,6754.56
S000304,2026-01-05,C0886,P048,ST009,3,1579.7,0.02,1279.89
S000305,2026-09-29,C0178,P054,ST020,4,16509.34,0.02,11637.82
S000306,2025-03-15,C0306,P033,ST019,1,16101.63,0.0,9814.74
S000307,2025-12-19,C0428,P014,ST005,5,12674.02,0.0,9238.74
S000308,2026-02-21,C0444,P041,ST006,6,2632.91,0.1,2039.67
S000309,2026-11-11,C0148,P018,ST008,2,5943.36,0.0,3821.41
S000310,2026-11-28,C0856,P074,ST012,5,6796.52,0.05,5135.74
S000311,2025-10-02,C0466,P027,ST019,2,4938.01,0.0,3699.73
S000312,2026-03-19,C0965,P060,ST003,5,15732.08,0.05,10855.58
S000313,2025-01-30,C0545,P027,ST014,1,5404.69,0.05,3699.73
S000314,2026-12-11,C0450,P080,ST004,3,8458.25,0.02,7154.82
S000315,2026-03-27,C0222,P060,ST005,3,14127.21,0.0,10855.58
S000316,2026-10-04,C0662,P027,ST009,2,5974.02,0.02,3699.73
S000317,2026-04-05,C0273,P016,ST003,8,8602.34,0.05,6754.56
S000318,2026-11-12,C0155,P067,ST022,2,14565.04,0.0,9162.6
S000319,2026-08-17,C0672,P046,ST001,3,10052.06,0.0,7655.82
S000320,2026-09-22,C0979,P054,ST003,6,18333.59,0.05,11637.82
S000321,2025-12-08,C0526,P035,ST018,5,779.69,0.05,516.87
S000322,2025-08-25,C0972,P019,ST012,5,794.1,0.02,612.11
S000323,2026-11-19,C0353,P039,ST016,5,3093.66,0.0,2144.94
S000324,2026-08-01,C0574,P022,ST023,6,8118.87,0.02,5050.21
S000325,2025-05-12,C0454,P043,ST015,8,6501.02,0.1,5492.34
S000326,2026-01-24,C0933,P048,ST012,5,1828.04,0.0,1279.89
S000327,2025-12-14,C0519,P039,ST015,3,2517.22,0.05,2144.94
S000328,2026-06-02,C0278,P084,ST020,6,6330.96,0.0,4325.72
S000329,2025-04-20,C0070,P076,ST012,8,7170.63,0.02,6054.39
S000330,2026-03-19,C0346,P050,ST007,6,16834.96,0.0,11552.3
S000331,2026-10-04,C0327,P067,ST016,5,10807.18,0.0,9162.6
S000332,2026-07-16,C0440,P066,ST006,2,14032.48,0.0,10315.22
S000333,2026-09-18,C0412,P061,ST003,5,8440.02,0.0,5605.37
S000334,2025-07-11,C0586,P016,ST005,4,10459.34,0.05,6754.56
S000335,2025-02-08,C0260,P057,ST010,7,7964.32,0.0,5530.0
S000336,2025-06-16,C0445,P026,ST025,2,5660.47,0.02,3556.26
S000337,2026-06-20,C0211,P033,ST015,3,12282.75,0.1,9814.74
S000338,2025-07-30,C0795,P015,ST020,2,11741.99,0.02,7707.94
S000339,2026-01-18,C0283,P048,ST001,2,1606.22,0.05,1279.89
S000340,2025-04-05,C0262,P054,ST024,8,17207.5,0.05,11637.82
S000341,2026-12-09,C0558,P079,ST016,6,2086.97,0.02,1464.98
S000342,2025-09-22,C0896,P053,ST016,2,4855.25,0.05,3373.97
S000343,2025-10-08,C0844,P079,ST010,5,1811.67,0.05,1464.98
S000344,2025-09-30,C0435,P075,ST022,1,875.62,0.0,738.97
S000345,2026-12-05,C0098,P081,ST020,3,2711.64,0.02,2254.47
S000346,2026-02-03,C0865,P015,ST014,6,9986.01,0.0,7707.94
S000347,2026-03-03,C0689,P077,ST023,5,6443.94,0.0,4125.87
S000348,2025-02-09,C0068,P087,ST021,7,16327.32,0.02,11513.07
S000349,2026-08-13,C0459,P076,ST023,7,8827.56,0.05,6054.39
S000350,2025-02-12,C0552,P029,ST023,8,10145.29,0.0,6795.13
S000351,2025-10-21,C0524,P075,ST005,2,886.15,0.0,738.97
S000352,2026-12-29,C0735,P030,ST019,1,11204.24,0.1,9460.8
S000353,2026-12-29,C0755,P080,ST021,7,9381.89,0.1,7154.82
S000354,2026-04-20,C0341,P014,ST008,3,14719.16,0.05,9238.74
S000355,2026-07-14,C0773,P015,ST023,4,11225.62,0.05,7707.94
S000356,2026-11-27,C0907,P016,ST002,4,10197.95,0.05,6754.56
S000357,2026-09-23,C0292,P081,ST020,3,2668.89,0.0,2254.47
S000358,2026-05-12,C0964,P037,ST024,8,14274.87,0.0,8737.72
S000359,2026-07-08,C0330,P069,ST010,3,6354.98,0.05,5327.09
S000360,2026-07-04,C0167,P068,ST006,4,11052.32,0.0,8703.69
S000361,2026-05-13,C0236,P082,ST003,3,17969.2,0.02,11120.16
S000362,2026-06-28,C0426,P085,ST018,3,10488.88,0.02,7193.26
S000363,2026-08-31,C0817,P073,ST019,2,1579.36,0.02,1242.22
S000364,2026-10-02,C0233,P033,ST009,1,14760.51,0.02,9814.74
S000365,2025-09-22,C0889,P008,ST019,4,11419.38,0.02,6932.71
S000366,2026-12-28,C0840,P047,ST004,2,6836.5,0.1,4501.3
